Host,Parasite,paraType
Odocoileus virginianus,Dicrocoelium dendriticum,helminth
Odocoileus virginianus,Dictyocaulus viviparus,helminth
Odocoileus virginianus,Echinococcus granulosus,helminth
Odocoileus virginianus borealis,Elaphostrongylus odocoilei,helminth
Odocoileus virginianus,Eucyathostomum webbi,helminth
Odocoileus virginianus,Fasciola hepatica,helminth
Odocoileus virginianus,Fascioloides magna,helminth
Odocoileus virginianus borealis,Fascioloides magna,helminth
Odocoileus virginianus leucurus,Fascioloides magna,helminth
Odocoileus virginianus,Gongylonema pulchrum,helminth
Odocoileus virginianus,Haemonchus contortus,helminth
Odocoileus virginianus,Haemonchus placei,helminth
Odocoileus virginianus,Haemonchus similis,helminth
Odocoileus virginianus,Heterobilharzia americana,helminth
Odocoileus virginianus,Mazamastrongylus odocoilei,helminth
Odocoileus virginianus,Mazamastrongylus pursglovei,helminth
Odocoileus virginianus,Monodontus louisianensis,helminth
Odocoileus virginianus,Nematodirus filicollis,helminth
Odocoileus virginianus,Nematodirus odocoilei,helminth
Odocoileus virginianus,Obeliscoides cuniculi,helminth
Odocoileus virginianus,Oesophagostomum cervi,helminth
Odocoileus virginianus,Oesophagostomum columbianum,helminth
Odocoileus virginianus,Oesophagostomum venulosum,helminth
Odocoileus virginianus,Onchocerca cervipedis,helminth
Odocoileus virginianus,Ostertagia circumcincta,helminth
Odocoileus virginianus,Ostertagia dikmansi,helminth
Odocoileus virginianus,Ostertagia mossi,helminth
Odocoileus virginianus,Ostertagia odocoilei,helminth
Odocoileus virginianus,Ostertagia ostertagi,helminth
Odocoileus virginianus,Paramphistomum cervi,helminth
Odocoileus virginianus,Paramphistomum liorchis,helminth
Odocoileus virginianus,Parelaphostrongylus andersoni,helminth
Odocoileus virginianus,Parelaphostrongylus tenuis,helminth
Odocoileus virginianus borealis,Parelaphostrongylus tenuis,helminth
Odocoileus virginianus dacotensis,Parelaphostrongylus tenuis,helminth
Odocoileus virginianus,Setaria transcaucasica,helminth
Odocoileus virginianus,Setaria tundra,helminth
Odocoileus virginianus,Setaria yehi,helminth
Odocoileus virginianus,Skrjabinagia kolchida,helminth
Odocoileus virginianus,Spiculopteragia asymmetrica,helminth
Odocoileus virginianus,Spiculopteragia bohmi,helminth
Odocoileus virginianus,Spiculopteragia mathevossiani,helminth
Odocoileus virginianus,Spiculopteragia odocoilei,helminth
Odocoileus virginianus,Spiculopteragia pursglovei,helminth
Odocoileus virginianus,Spiculopteragia spiculoptera,helminth
Odocoileus virginianus,Taenia hydatigena,helminth
Odocoileus virginianus,Taenia omissa,helminth
Odocoileus virginianus,Teladorsagia circumcincta,helminth
Odocoileus virginianus,Teladorsagia trifurcata,helminth
Odocoileus virginianus,Thelazia skrjabini,helminth
Odocoileus virginianus,Trichostrongylus askivali,helminth
Odocoileus virginianus,Trichostrongylus axei,helminth
Odocoileus virginianus,Trichostrongylus calcaratus,helminth
Odocoileus virginianus,Trichostrongylus dosteri,helminth
Odocoileus virginianus,Trichostrongylus longispicularis,helminth
Odocoileus virginianus,Varestrongylus alpenae,helminth
Odocoileus virginianus,Zygocotyle lunata,helminth
Odocoileus virginianus,Trichostrongylid ova,helminth
Odocoileus virginianus,Apteragia odocoilei,helminth
Odocoileus virginianus,Ashworthius patriciapilittae,helminth
Odocoileus virginianus truei,Ashworthius patriciapilittae,helminth
Odocoileus virginianus,Capillaria bovis,helminth
Odocoileus virginianus,Chabertia ovina,helminth
Odocoileus virginianus,Cooperia curticei,helminth
Odocoileus virginianus,Cooperia oncophora,helminth
Odocoileus virginianus,Cooperia pectinata,helminth
Odocoileus virginianus,Cooperia punctata,helminth
Odocoileus virginianus,Cooperia spatula,helminth
Odocoileus virginianus,Cysticercus tenuicollis,helminth
Odocoileus virginianus ochrourus,Cysticercus tenuicollis,helminth
Odocoileus virginianus,Dicrocoelium dendriticum,helminth
Odocoileus virginianus,Dictyocaulus viviparus,helminth
Odocoileus virginianus,Echinococcus granulosus,helminth
Odocoileus virginianus borealis,Elaphostrongylus odocoilei,helminth
Odocoileus virginianus,Eucyathostomum webbi,helminth
Odocoileus virginianus,Fasciola hepatica,helminth
Odocoileus virginianus,Fascioloides magna,helminth
Odocoileus virginianus borealis,Fascioloides magna,helminth
Odocoileus virginianus leucurus,Fascioloides magna,helminth
Odocoileus virginianus,Gongylonema pulchrum,helminth
Odocoileus virginianus,Haemonchus contortus,helminth
Odocoileus virginianus,Haemonchus placei,helminth
Odocoileus virginianus,Haemonchus similis,helminth
Odocoileus virginianus,Heterobilharzia americana,helminth
Odocoileus virginianus,Mazamastrongylus odocoilei,helminth
Odocoileus virginianus,Mazamastrongylus pursglovei,helminth
Odocoileus virginianus,Monodontus louisianensis,helminth
Odocoileus virginianus,Nematodirus filicollis,helminth
Odocoileus virginianus,Nematodirus odocoilei,helminth
Odocoileus virginianus,Obeliscoides cuniculi,helminth
Odocoileus virginianus,Oesophagostomum cervi,helminth
Odocoileus virginianus,Oesophagostomum columbianum,helminth
Odocoileus virginianus,Oesophagostomum venulosum,helminth
Odocoileus virginianus,Onchocerca cervipedis,helminth
Odocoileus virginianus,Ostertagia circumcincta,helminth
Odocoileus virginianus,Ostertagia dikmansi,helminth
Odocoileus virginianus,Ostertagia mossi,helminth
Odocoileus virginianus,Ostertagia odocoilei,helminth
Odocoileus virginianus,Ostertagia ostertagi,helminth
Odocoileus virginianus,Paramphistomum cervi,helminth
Odocoileus virginianus,Paramphistomum liorchis,helminth
Odocoileus virginianus,Parelaphostrongylus andersoni,helminth
Odocoileus virginianus,Parelaphostrongylus tenuis,helminth
Odocoileus virginianus borealis,Parelaphostrongylus tenuis,helminth
Odocoileus virginianus dacotensis,Parelaphostrongylus tenuis,helminth
Odocoileus virginianus,Setaria transcaucasica,helminth
Odocoileus virginianus,Setaria tundra,helminth
Odocoileus virginianus,Setaria yehi,helminth
Odocoileus virginianus,Skrjabinagia kolchida,helminth
Odocoileus virginianus,Spiculopteragia asymmetrica,helminth
Odocoileus virginianus,Spiculopteragia bohmi,helminth
Odocoileus virginianus,Spiculopteragia mathevossiani,helminth
Odocoileus virginianus,Spiculopteragia odocoilei,helminth
Odocoileus virginianus,Spiculopteragia pursglovei,helminth
Odocoileus virginianus,Spiculopteragia spiculoptera,helminth
Odocoileus virginianus,Taenia hydatigena,helminth
Odocoileus virginianus,Taenia omissa,helminth
Odocoileus virginianus,Teladorsagia circumcincta,helminth
Odocoileus virginianus,Teladorsagia trifurcata,helminth
Odocoileus virginianus,Thelazia skrjabini,helminth
Odocoileus virginianus,Trichostrongylus askivali,helminth
Odocoileus virginianus,Trichostrongylus axei,helminth
Odocoileus virginianus,Trichostrongylus calcaratus,helminth
Odocoileus virginianus,Trichostrongylus dosteri,helminth
Odocoileus virginianus,Trichostrongylus longispicularis,helminth
Odocoileus virginianus,Varestrongylus alpenae,helminth
Odocoileus virginianus,Zygocotyle lunata,helminth
Odocoileus virginianus,Trichostrongylid ova,helminth
Odocoileus virginianus,Apteragia odocoilei,helminth
Odocoileus virginianus,Ashworthius patriciapilittae,helminth
Odocoileus virginianus truei,Ashworthius patriciapilittae,helminth
Odocoileus virginianus,Capillaria bovis,helminth
Odocoileus virginianus,Chabertia ovina,helminth
Odocoileus virginianus,Cooperia curticei,helminth
Odocoileus virginianus,Cooperia oncophora,helminth
Odocoileus virginianus,Cooperia pectinata,helminth
Odocoileus virginianus,Cooperia punctata,helminth
Odocoileus virginianus,Cooperia spatula,helminth
Odocoileus virginianus,Cysticercus tenuicollis,helminth
Odocoileus virginianus ochrourus,Cysticercus tenuicollis,helminth
Odocoileus virginianus,Dicrocoelium dendriticum,helminth
Odocoileus virginianus,Dictyocaulus viviparus,helminth
Odocoileus virginianus,Echinococcus granulosus,helminth
Odocoileus virginianus borealis,Elaphostrongylus odocoilei,helminth
Odocoileus virginianus,Eucyathostomum webbi,helminth
Odocoileus virginianus,Fasciola hepatica,helminth
Odocoileus virginianus,Fascioloides magna,helminth
Odocoileus virginianus borealis,Fascioloides magna,helminth
Odocoileus virginianus leucurus,Fascioloides magna,helminth
Odocoileus virginianus,Gongylonema pulchrum,helminth
Odocoileus virginianus,Haemonchus contortus,helminth
Odocoileus virginianus,Haemonchus placei,helminth
Odocoileus virginianus,Haemonchus similis,helminth
Odocoileus virginianus,Heterobilharzia americana,helminth
Odocoileus virginianus,Mazamastrongylus odocoilei,helminth
Odocoileus virginianus,Mazamastrongylus pursglovei,helminth
Odocoileus virginianus,Monodontus louisianensis,helminth
Odocoileus virginianus,Nematodirus filicollis,helminth
Odocoileus virginianus,Nematodirus odocoilei,helminth
Odocoileus virginianus,Obeliscoides cuniculi,helminth
Odocoileus virginianus,Oesophagostomum cervi,helminth
Odocoileus virginianus,Oesophagostomum columbianum,helminth
Odocoileus virginianus,Oesophagostomum venulosum,helminth
Odocoileus virginianus,Onchocerca cervipedis,helminth
Odocoileus virginianus,Ostertagia circumcincta,helminth
Odocoileus virginianus,Ostertagia dikmansi,helminth
Odocoileus virginianus,Ostertagia mossi,helminth
Odocoileus virginianus,Ostertagia odocoilei,helminth
Odocoileus virginianus,Ostertagia ostertagi,helminth
Odocoileus virginianus,Paramphistomum cervi,helminth
Odocoileus virginianus,Paramphistomum liorchis,helminth
Odocoileus virginianus,Parelaphostrongylus andersoni,helminth
Odocoileus virginianus,Parelaphostrongylus tenuis,helminth
Odocoileus virginianus borealis,Parelaphostrongylus tenuis,helminth
Odocoileus virginianus dacotensis,Parelaphostrongylus tenuis,helminth
Odocoileus virginianus,Setaria transcaucasica,helminth
Odocoileus virginianus,Setaria tundra,helminth
Odocoileus virginianus,Setaria yehi,helminth
Odocoileus virginianus,Skrjabinagia kolchida,helminth
Odocoileus virginianus,Spiculopteragia asymmetrica,helminth
Odocoileus virginianus,Spiculopteragia bohmi,helminth
Odocoileus virginianus,Spiculopteragia mathevossiani,helminth
Odocoileus virginianus,Spiculopteragia odocoilei,helminth
Odocoileus virginianus,Spiculopteragia pursglovei,helminth
Odocoileus virginianus,Spiculopteragia spiculoptera,helminth
Odocoileus virginianus,Taenia hydatigena,helminth
Odocoileus virginianus,Taenia omissa,helminth
Odocoileus virginianus,Teladorsagia circumcincta,helminth
Odocoileus virginianus,Teladorsagia trifurcata,helminth
Odocoileus virginianus,Thelazia skrjabini,helminth
Odocoileus virginianus,Trichostrongylus askivali,helminth
Odocoileus virginianus,Trichostrongylus axei,helminth
Odocoileus virginianus,Trichostrongylus calcaratus,helminth
Odocoileus virginianus,Trichostrongylus dosteri,helminth
Odocoileus virginianus,Trichostrongylus longispicularis,helminth
Odocoileus virginianus,Varestrongylus alpenae,helminth
Odocoileus virginianus,Zygocotyle lunata,helminth
Onychogalea fraenata,Breinlia Breinlia,helminth
Onychogalea fraenata,Breinlia Breinlia,helminth
Onychogalea fraenata,Breinlia Johnstonema,helminth
Onychogalea fraenata,Cloacina polyxo,helminth
Onychogalea fraenata,Dirofilaria roemeri,helminth
Onychogalea fraenata,Echinococcus granulosus,helminth
Onychogalea fraenata,Hypodontus macropi,helminth
Onychogalea fraenata,Labiostrongylus onychogale,helminth
Onychogalea fraenata,Labiostrongylus Labiomultiplex,helminth
Onychogalea fraenata,Macropostrongyloides baylisi,helminth
Onychogalea fraenata,Pelecitus roemeri,helminth
Onychogalea fraenata,Progamotaenia abietiformis,helminth
Onychogalea fraenata,Progamotaenia bancrofti,helminth
Onychogalea fraenata,Progamotaenia zschokkei,helminth
Onychogalea fraenata,Rugopharynx australis,helminth
Onychogalea fraenata,Zoniolaimus buccalis,helminth
Ovis canadensis,Capillaria bovis,helminth
Ovis canadensis,Chabertia ovina,helminth
Ovis canadensis,Cooperia oncophora,helminth
Ovis canadensis,Cooperia surnabada,helminth
Ovis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis,Haemonchus contortus,helminth
Ovis canadensis,Haemonchus placei,helminth
Ovis canadensis,Marshallagia marshalli,helminth
Ovis canadensis californianus,Marshallagia marshalli,helminth
Ovis canadensis,Marshallagia occidentalis,helminth
Ovis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia expansa,helminth
Ovis canadensis,Nematodirella antilocaprae,helminth
Ovis canadensis,Nematodirus abnormalis,helminth
Ovis canadensis,Nematodirus andersoni,helminth
Ovis canadensis canadensis,Nematodirus andersoni,helminth
Ovis canadensis,Nematodirus archari,helminth
Ovis canadensis canadensis,Nematodirus archari,helminth
Ovis canadensis,Nematodirus davtiani,helminth
Ovis canadensis californianus,Nematodirus davtiani,helminth
Ovis canadensis,Nematodirus filicollis,helminth
Ovis canadensis canadensis,Nematodirus filicollis,helminth
Ovis canadensis,Nematodirus helvetianus,helminth
Ovis canadensis,Nematodirus maculosus,helminth
Ovis canadensis,Nematodirus odocoilei,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus spathiger,helminth
Ovis canadensis,Obeliscoides cuniculi,helminth
Ovis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis californianus,Ostertagia circumcincta,helminth
Ovis canadensis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis,Ostertagia lyrata,helminth
Ovis canadensis,Ostertagia marshalli,helminth
Ovis canadensis canadensis,Ostertagia marshalli,helminth
Ovis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis californianus,Ostertagia occidentalis,helminth
Ovis canadensis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis,Ostertagia ostertagi,helminth
Ovis canadensis californianus,Ostertagia ostertagi,helminth
Ovis canadensis,Ostertagia trifurcata,helminth
Ovis canadensis,Parelaphostrongylus tenuis,helminth
Ovis canadensis,Protostrongylus rushi,helminth
Ovis canadensis canadensis,Protostrongylus rushi,helminth
Ovis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis,Pseudostertagia bullosa,helminth
Ovis canadensis canadensis,Skrjabinema ovis,helminth
Ovis canadensis,Spiculocaulus leuckarti,helminth
Ovis canadensis canadensis,Taenia hydatigena,helminth
Ovis canadensis,Teladorsagia circumcincta,helminth
Ovis canadensis,Teladorsagia davtiani,helminth
Ovis canadensis,Teladorsagia trifurcata,helminth
Ovis canadensis canadensis,Thysanosoma actinioides,helminth
Ovis canadensis,Trichostrongylus axei,helminth
Ovis canadensis,Trichostrongylus colubriformis,helminth
Ovis canadensis canadensis,Trichuris ovis,helminth
Ovis canadensis canadensis,Trichuris schumakovitschi,helminth
Ovis canadensis,Capillaria bovis,helminth
Ovis canadensis,Chabertia ovina,helminth
Ovis canadensis,Cooperia oncophora,helminth
Ovis canadensis,Cooperia surnabada,helminth
Ovis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis,Haemonchus contortus,helminth
Ovis canadensis,Haemonchus placei,helminth
Ovis canadensis,Marshallagia marshalli,helminth
Ovis canadensis californianus,Marshallagia marshalli,helminth
Ovis canadensis,Marshallagia occidentalis,helminth
Ovis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia expansa,helminth
Ovis canadensis,Nematodirella antilocaprae,helminth
Ovis canadensis,Nematodirus abnormalis,helminth
Ovis canadensis,Nematodirus andersoni,helminth
Ovis canadensis canadensis,Nematodirus andersoni,helminth
Ovis canadensis,Nematodirus archari,helminth
Ovis canadensis canadensis,Nematodirus archari,helminth
Ovis canadensis,Nematodirus davtiani,helminth
Ovis canadensis californianus,Nematodirus davtiani,helminth
Ovis canadensis,Nematodirus filicollis,helminth
Ovis canadensis canadensis,Nematodirus filicollis,helminth
Ovis canadensis,Nematodirus helvetianus,helminth
Ovis canadensis,Nematodirus maculosus,helminth
Ovis canadensis,Nematodirus odocoilei,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus spathiger,helminth
Ovis canadensis,Obeliscoides cuniculi,helminth
Ovis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis californianus,Ostertagia circumcincta,helminth
Ovis canadensis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis,Ostertagia lyrata,helminth
Ovis canadensis,Ostertagia marshalli,helminth
Ovis canadensis canadensis,Ostertagia marshalli,helminth
Ovis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis californianus,Ostertagia occidentalis,helminth
Ovis canadensis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis,Ostertagia ostertagi,helminth
Ovis canadensis californianus,Ostertagia ostertagi,helminth
Ovis canadensis,Ostertagia trifurcata,helminth
Ovis canadensis,Parelaphostrongylus tenuis,helminth
Ovis canadensis,Protostrongylus rushi,helminth
Ovis canadensis canadensis,Protostrongylus rushi,helminth
Ovis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis,Pseudostertagia bullosa,helminth
Ovis canadensis canadensis,Skrjabinema ovis,helminth
Ovis canadensis,Spiculocaulus leuckarti,helminth
Ovis canadensis canadensis,Taenia hydatigena,helminth
Ovis canadensis,Teladorsagia circumcincta,helminth
Ovis canadensis,Teladorsagia davtiani,helminth
Ovis canadensis,Teladorsagia trifurcata,helminth
Ovis canadensis canadensis,Thysanosoma actinioides,helminth
Ovis canadensis,Trichostrongylus axei,helminth
Ovis canadensis,Trichostrongylus colubriformis,helminth
Ovis canadensis canadensis,Trichuris ovis,helminth
Ovis canadensis canadensis,Trichuris schumakovitschi,helminth
Ovis canadensis,Capillaria bovis,helminth
Ovis canadensis,Chabertia ovina,helminth
Ovis canadensis,Cooperia oncophora,helminth
Ovis canadensis,Cooperia surnabada,helminth
Ovis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis,Haemonchus contortus,helminth
Ovis canadensis,Haemonchus placei,helminth
Ovis canadensis,Marshallagia marshalli,helminth
Ovis canadensis californianus,Marshallagia marshalli,helminth
Ovis canadensis,Marshallagia occidentalis,helminth
Ovis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia expansa,helminth
Ovis canadensis,Nematodirella antilocaprae,helminth
Ovis canadensis,Nematodirus abnormalis,helminth
Ovis canadensis,Nematodirus andersoni,helminth
Ovis canadensis canadensis,Nematodirus andersoni,helminth
Ovis canadensis,Nematodirus archari,helminth
Ovis canadensis canadensis,Nematodirus archari,helminth
Ovis canadensis,Nematodirus davtiani,helminth
Ovis canadensis californianus,Nematodirus davtiani,helminth
Ovis canadensis,Nematodirus filicollis,helminth
Ovis canadensis canadensis,Nematodirus filicollis,helminth
Ovis canadensis,Nematodirus helvetianus,helminth
Ovis canadensis,Nematodirus maculosus,helminth
Ovis canadensis,Nematodirus odocoilei,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus spathiger,helminth
Ovis canadensis,Obeliscoides cuniculi,helminth
Ovis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis californianus,Ostertagia circumcincta,helminth
Ovis canadensis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis,Ostertagia lyrata,helminth
Ovis canadensis,Ostertagia marshalli,helminth
Ovis canadensis canadensis,Ostertagia marshalli,helminth
Ovis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis californianus,Ostertagia occidentalis,helminth
Ovis canadensis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis,Ostertagia ostertagi,helminth
Ovis canadensis californianus,Ostertagia ostertagi,helminth
Ovis canadensis,Ostertagia trifurcata,helminth
Ovis canadensis,Parelaphostrongylus tenuis,helminth
Ovis canadensis,Protostrongylus rushi,helminth
Ovis canadensis canadensis,Protostrongylus rushi,helminth
Ovis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis,Pseudostertagia bullosa,helminth
Ovis canadensis canadensis,Skrjabinema ovis,helminth
Ovis canadensis,Spiculocaulus leuckarti,helminth
Ovis canadensis canadensis,Taenia hydatigena,helminth
Ovis canadensis,Teladorsagia circumcincta,helminth
Ovis canadensis,Teladorsagia davtiani,helminth
Ovis canadensis,Teladorsagia trifurcata,helminth
Ovis canadensis canadensis,Thysanosoma actinioides,helminth
Ovis canadensis,Trichostrongylus axei,helminth
Ovis canadensis,Trichostrongylus colubriformis,helminth
Ovis canadensis canadensis,Trichuris ovis,helminth
Ovis canadensis canadensis,Trichuris schumakovitschi,helminth
Ovis canadensis,Capillaria bovis,helminth
Ovis canadensis,Chabertia ovina,helminth
Ovis canadensis,Cooperia oncophora,helminth
Ovis canadensis,Cooperia surnabada,helminth
Ovis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis,Haemonchus contortus,helminth
Ovis canadensis,Haemonchus placei,helminth
Ovis canadensis,Marshallagia marshalli,helminth
Ovis canadensis californianus,Marshallagia marshalli,helminth
Ovis canadensis,Marshallagia occidentalis,helminth
Ovis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia expansa,helminth
Ovis canadensis,Nematodirella antilocaprae,helminth
Ovis canadensis,Nematodirus abnormalis,helminth
Ovis canadensis,Nematodirus andersoni,helminth
Ovis canadensis canadensis,Nematodirus andersoni,helminth
Ovis canadensis,Nematodirus archari,helminth
Ovis canadensis canadensis,Nematodirus archari,helminth
Ovis canadensis,Nematodirus davtiani,helminth
Ovis canadensis californianus,Nematodirus davtiani,helminth
Ovis canadensis,Nematodirus filicollis,helminth
Ovis canadensis canadensis,Nematodirus filicollis,helminth
Ovis canadensis,Nematodirus helvetianus,helminth
Ovis canadensis,Nematodirus maculosus,helminth
Ovis canadensis,Nematodirus odocoilei,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus spathiger,helminth
Ovis canadensis,Obeliscoides cuniculi,helminth
Ovis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis californianus,Ostertagia circumcincta,helminth
Ovis canadensis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis,Ostertagia lyrata,helminth
Ovis canadensis,Ostertagia marshalli,helminth
Ovis canadensis canadensis,Ostertagia marshalli,helminth
Ovis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis californianus,Ostertagia occidentalis,helminth
Ovis canadensis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis,Ostertagia ostertagi,helminth
Ovis canadensis californianus,Ostertagia ostertagi,helminth
Ovis canadensis,Ostertagia trifurcata,helminth
Ovis canadensis,Parelaphostrongylus tenuis,helminth
Ovis canadensis,Protostrongylus rushi,helminth
Ovis canadensis canadensis,Protostrongylus rushi,helminth
Ovis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis,Pseudostertagia bullosa,helminth
Ovis canadensis canadensis,Skrjabinema ovis,helminth
Ovis canadensis,Spiculocaulus leuckarti,helminth
Ovis canadensis canadensis,Taenia hydatigena,helminth
Ovis canadensis,Teladorsagia circumcincta,helminth
Ovis canadensis,Teladorsagia davtiani,helminth
Ovis canadensis,Teladorsagia trifurcata,helminth
Ovis canadensis canadensis,Thysanosoma actinioides,helminth
Ovis canadensis,Trichostrongylus axei,helminth
Ovis canadensis,Trichostrongylus colubriformis,helminth
Ovis canadensis canadensis,Trichuris ovis,helminth
Ovis canadensis canadensis,Trichuris schumakovitschi,helminth
Ovis canadensis,Capillaria bovis,helminth
Ovis canadensis,Chabertia ovina,helminth
Ovis canadensis,Cooperia oncophora,helminth
Ovis canadensis,Cooperia surnabada,helminth
Ovis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis canadensis,Cysticercus tenuicollis,helminth
Ovis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis canadensis,Dictyocaulus viviparus,helminth
Ovis canadensis,Haemonchus contortus,helminth
Ovis canadensis,Haemonchus placei,helminth
Ovis canadensis,Marshallagia marshalli,helminth
Ovis canadensis californianus,Marshallagia marshalli,helminth
Ovis canadensis,Marshallagia occidentalis,helminth
Ovis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia benedeni,helminth
Ovis canadensis canadensis,Moniezia expansa,helminth
Ovis canadensis,Nematodirella antilocaprae,helminth
Ovis canadensis,Nematodirus abnormalis,helminth
Ovis canadensis,Nematodirus andersoni,helminth
Ovis canadensis canadensis,Nematodirus andersoni,helminth
Ovis canadensis,Nematodirus archari,helminth
Ovis canadensis canadensis,Nematodirus archari,helminth
Ovis canadensis,Nematodirus davtiani,helminth
Ovis canadensis californianus,Nematodirus davtiani,helminth
Ovis canadensis,Nematodirus filicollis,helminth
Ovis canadensis canadensis,Nematodirus filicollis,helminth
Ovis canadensis,Nematodirus helvetianus,helminth
Ovis canadensis,Nematodirus maculosus,helminth
Ovis canadensis,Nematodirus odocoilei,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis canadensis,Nematodirus oiratianus,helminth
Ovis canadensis,Nematodirus spathiger,helminth
Ovis canadensis,Obeliscoides cuniculi,helminth
Ovis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis californianus,Ostertagia circumcincta,helminth
Ovis canadensis canadensis,Ostertagia circumcincta,helminth
Ovis canadensis,Ostertagia lyrata,helminth
Ovis canadensis,Ostertagia marshalli,helminth
Ovis canadensis canadensis,Ostertagia marshalli,helminth
Ovis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis californianus,Ostertagia occidentalis,helminth
Ovis canadensis canadensis,Ostertagia occidentalis,helminth
Ovis canadensis,Ostertagia ostertagi,helminth
Ovis canadensis californianus,Ostertagia ostertagi,helminth
Ovis canadensis,Ostertagia trifurcata,helminth
Ovis canadensis,Parelaphostrongylus tenuis,helminth
Ovis canadensis,Protostrongylus rushi,helminth
Ovis canadensis canadensis,Protostrongylus rushi,helminth
Ovis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis canadensis,Protostrongylus stilesi,helminth
Ovis canadensis,Pseudostertagia bullosa,helminth
Ovis canadensis canadensis,Skrjabinema ovis,helminth
Ovis canadensis,Spiculocaulus leuckarti,helminth
Ovis canadensis canadensis,Taenia hydatigena,helminth
Ovis canadensis,Teladorsagia circumcincta,helminth
Ovis canadensis,Teladorsagia davtiani,helminth
Ovis canadensis,Teladorsagia trifurcata,helminth
Ovis canadensis canadensis,Thysanosoma actinioides,helminth
Ovis canadensis,Trichostrongylus axei,helminth
Ovis canadensis,Trichostrongylus colubriformis,helminth
Ovis canadensis canadensis,Trichuris ovis,helminth
Ovis canadensis canadensis,Trichuris schumakovitschi,helminth
Ovis canadensis,Capillaria bovis,helminth
